nvalues4,tauhats4,sehats4,lb4,ub4
100,2.6118811296185083,0.20228598797753586,2.215400593182538,3.0083616660544785
102,2.465998254515986,0.22569277809563967,2.0236404094485323,2.9083560995834397
104,1.997928469879799,0.1934967038382582,1.6186749303568129,2.377182009402785
106,1.9920150338413016,0.21815161010701392,1.5644378780315544,2.419592189651049
108,2.073665442073306,0.18037496435257575,1.7201305119422576,2.4272003722043545
110,2.2422425422168075,0.23591295344867602,1.7798531534574025,2.7046319309762126
112,2.236972135057931,0.17418124080044625,1.8955769030890561,2.5783673670268055
114,2.0153476244572612,0.18148021133223693,1.6596464102460768,2.371048838668446
116,2.347590829621602,0.20001648130974073,1.95555852625451,2.7396231329886938
118,2.1782376555554386,0.2082009155863805,1.7701638610061328,2.5863114501047444
120,2.2412062281765763,0.24683058679777156,1.7574182780529441,2.7249941783002085
122,1.7516636007463227,0.21641035613253054,1.327499302726563,2.1758278987660824
124,1.9577776507418072,0.21866758606002204,1.529189182064164,2.3863661194194505
126,1.9195726479835198,0.16005596815878276,1.6058629503923056,2.233282345574734
128,1.9934266798728455,0.18818601069237784,1.6245820989157849,2.362271260829906
130,2.2397044481387756,0.1831473499829293,1.880735642172234,2.598673254105317
132,1.855975316380615,0.1793258049538556,1.504496738671058,2.207453894090172
134,2.1877103433626885,0.15865430756991544,1.8767479005256542,2.4986727861997227
136,1.928420222234788,0.1435285501219671,1.6471042639957325,2.2097361804738433
138,1.7138204312083225,0.21503402263231708,1.292353746848981,2.135287115567664
140,1.9851160237253005,0.14748432071574977,1.696046755122431,2.27418529232817
142,1.8916332418273702,0.1660205773881662,1.5662329101465646,2.217033573508176
144,1.8677953999157957,0.13729346192082093,1.5987002145509868,2.1368905852806046
146,1.9217577193309268,0.15820069264344017,1.611684361749784,2.2318310769120693
148,2.26994423193859,0.16138125063772563,1.9536369806886476,2.586251483188532
150,2.1800500215798273,0.13589469505737772,1.9136964192673669,2.4464036238922877
152,2.0395766058297475,0.20122483967966723,1.6451759200575997,2.433977291601895
154,2.020270802719632,0.15458188670889253,1.7172903047702028,2.3232513006690616
156,1.9597839857005006,0.15797322022932783,1.650156474051018,2.2694114973499833
158,2.01913948551225,0.15559951147952686,1.7141644430123772,2.3241145280121227
160,2.0902191479578143,0.1407152297325901,1.8144172976819377,2.366020998233691
162,2.145266103448348,0.14810538331871592,1.8549795521436647,2.4355526547530313
164,2.003337916490988,0.15040621368269463,1.7085417376729066,2.2981340953090696
166,2.142335319790355,0.13612509389250552,1.8755301357610443,2.409140503819666
168,2.031962279197808,0.12252556974447276,1.7918121624986414,2.2721123958969747
170,2.0375883211339296,0.13292870617855185,1.777048057023968,2.2981285852438913
172,1.9431655499699456,0.15054731826785986,1.6480928061649402,2.238238293774951
174,2.0304160341660653,0.14973302846200215,1.7369392983805412,2.3238927699515894
176,1.8386155776771602,0.13957598227850568,1.5650466524112892,2.1121845029430313
178,2.403519768910419,0.15327917298149613,2.103092589866687,2.7039469479541514
180,1.963910802364122,0.12563929731402432,1.7176577796286345,2.2101638250996096
182,1.9882480563943012,0.14786292341211799,1.69843672650655,2.2780593862820524
184,2.085111071298062,0.1785970014444032,1.7350609484670318,2.4351611941290923
186,1.8256916859393164,0.12435817365753765,1.5819496655705425,2.0694337063080903
188,2.123530667044139,0.13036600320091477,1.8680133007703463,2.379048033317932
190,1.9849439016101087,0.1380515889906458,1.7143627871884428,2.2555250160317746
192,2.270377751848505,0.113936087852803,2.047063019657011,2.493692484039999
194,1.8997037375128905,0.13946466649693764,1.6263529911788928,2.1730544838468884
196,1.9495232172230725,0.13224327247482395,1.6903264031724177,2.2087200312737276
198,2.086772177449591,0.15833876286275073,1.7764282022385993,2.3971161526605824
200,2.0423490164585845,0.11947324687043064,1.8081814525925404,2.2765165803246283
202,2.1845158949327725,0.110919350285442,1.9671139683733063,2.4019178214922388
204,1.9255830848247548,0.12351618767477061,1.6834913569822043,2.1676748126673053
206,1.92189553981108,0.1469992441753254,1.6337770212274423,2.2100140583947177
208,1.8390894858941973,0.10520716611345422,1.632883440311827,2.0452955314765675
210,1.914195347342094,0.1382267949923668,1.6432708291570552,2.185119865527133
212,2.245573208954953,0.11666741217366011,2.0169050810945794,2.474241336815327
214,1.994198289206885,0.14688279714811686,1.706308006796576,2.282088571617194
216,2.082179704550814,0.12278289966948806,1.8415252211986175,2.3228341879030108
218,2.1842069782350766,0.12769855182900602,1.9339178166502249,2.4344961398199283
220,1.9393943612293691,0.11840438165325225,1.7073217731889947,2.1714669492697434
222,2.0453140173373843,0.12693780812549843,1.7965159134114073,2.2941121212633613
224,1.9109642648080603,0.11469297945819498,1.6861660250699981,2.1357625045461224
226,2.034985318983985,0.1260444457012301,1.7879382054095738,2.282032432558396
